"EMPLOYE_ID";"MOIS";"SALAIRE_BRUT";"SALAIRE_NET";"COTISATIONS";"PRIMES";"HEURES_SUPPLEMENTAIRES";"DATE_VIREMENT";"IBAN_VERSEMENT"
"642";"2025-09";"6184.29";"4778.54";"1405.75";"0";"0";"2025-09-28";"FR7693716714827065846600430"
"474";"2025-05";"10889.02";"8679.66";"2209.36";"0";"0";"2025-05-28";"FR7610007589798673228576581"
"177";"2026-01";"7375.75";"5890.25";"1485.5";"0";"0";"2026-01-28";"FR7621326871844688629621295"
"768";"2025-12";"7744.4";"6095.62";"1648.78";"0";"0.4";"2025-12-28";"FR7672487165184619472443594"
"265";"2025-01";"10058.1";"7841.97";"2359.71";"143.58";"0";"2025-01-28";"FR7651989399825208988881863"
"109";"2025-02";"5383.61";"4443.81";"1304.56";"364.76";"12.6";"2025-02-28";"FR7628018675751508741119324"
"371";"2025-09";"2825.64";"2228.14";"597.5";"0";"0";"2025-09-28";"FR7695466399335979805453434"
"114";"2025-02";"9730.47";"7474.15";"2256.32";"0";"0";"2025-02-28";"FR7626172561853063225636528"
"907";"2026-01";"11803.88";"9322.05";"2481.83";"0";"16.6";"2026-01-28";"FR7682156840221181515206897"
"817";"2026-03";"6906.33";"5932.89";"1407.15";"433.71";"15.3";"2026-03-28";"FR7660218712808676941647517"
"394";"2026-01";"2297.66";"1832.04";"465.62";"0";"14.2";"2026-01-28";"FR7647980136672440876578321"
"554";"2025-04";"3944.36";"3011.51";"932.85";"0";"0";"2025-04-28";"FR7622747964311549949639268"
"636";"2025-01";"4879.48";"5456.98";"1198.46";"1775.96";"6.4";"2025-01-28";"FR7623271695746708343811523"
"360";"2026-03";"8761.58";"6940.79";"1820.79";"0";"1.3";"2026-03-28";"FR7644145203442689435162227"
"425";"2025-12";"7581.81";"6754.78";"1566.87";"739.84";"0";"2025-12-28";"FR7652984933677517397556340"
"550";"2025-04";"10525.51";"8858.24";"2487.23";"819.96";"0";"2025-04-28";"FR7652448634626981133192188"
"275";"2025-06";"9603.0";"8315.32";"2165.83";"878.15";"17.0";"2025-06-28";"FR7620567912007603428163882"
"682";"2025-10";"6403.74";"4942.02";"1461.72";"0";"0";"2025-10-28";"FR7687906431474809875458292"
"793";"2025-10";"4699.01";"3708.07";"990.94";"0";"0";"2025-10-28";"FR7650493531068228769786143"
"257";"2025-10";"8579.99";"8455.56";"1742.58";"1618.15";"0";"2025-10-28";"FR7672955721669722898127359"
"844";"2025-06";"11222.5";"10821.25";"2262.24";"1860.99";"0";"2025-06-28";"FR7611716198382287861440074"
"256";"2025-08";"6204.16";"4772.2";"1431.96";"0";"0";"2025-08-28";"FR7681674887072520281900898"
"664";"2026-01";"4346.53";"3362.47";"984.06";"0";"0";"2026-01-28";"FR7670167104289808395462192"
"275";"2025-05";"9040.16";"7117.76";"1922.4";"0";"15.5";"2025-05-28";"FR7698308275826303904064370"
"138";"2025-02";"11737.71";"8855.88";"2881.83";"0";"0";"2025-02-28";"FR7653491199431037152974182"
"280";"2025-06";"9319.14";"7138.85";"2180.29";"0";"0";"2025-06-28";"FR7678857938523119935213119"
"417";"2025-06";"5695.67";"4471.09";"1224.58";"0";"0";"2025-06-28";"FR7611435100208304399212275"
"556";"2025-12";"7306.51";"5489.43";"1817.08";"0";"0";"2025-12-28";"FR7623999504097116016864566"
"170";"2025-03";"3951.77";"3947.79";"863.21";"859.23";"0";"2025-03-28";"FR7699765348914760415636382"
"238";"2025-06";"5015.94";"5314.87";"1143.27";"1442.2";"0";"2025-06-28";"FR7628759707438761924029896"
"623";"2025-12";"2599.62";"2021.52";"578.1";"0";"0";"2025-12-28";"FR7622767112253488090013650"
"707";"2026-01";"4093.34";"4897.72";"911.71";"1716.09";"0";"2026-01-28";"FR7637318532798704895227550"
"118";"2025-12";"11927.39";"10293.22";"2783.37";"1149.2";"0";"2025-12-28";"FR7612621748646935686209270"
"138";"2025-04";"7958.89";"7932.25";"1899.22";"1872.58";"0";"2025-04-28";"FR7620677236442934828295622"
"775";"2026-03";"9534.87";"7605.5";"1929.37";"0";"13.6";"2026-03-28";"FR7652488973098438078556794"
"649";"2025-11";"8902.42";"6679.44";"2222.98";"0";"0";"2025-11-28";"FR7639269674087403339356062"
"608";"2025-12";"11979.51";"9296.99";"2682.52";"0";"17.8";"2025-12-28";"FR7687013614241164108270372"
"804";"2025-01";"3924.95";"3015.49";"909.46";"0";"9.9";"2025-01-28";"FR7626654374321236153358556"
"467";"2025-02";"11763.12";"10822.63";"2420.77";"1480.28";"16.3";"2025-02-28";"FR7633577890366539185939276"
"646";"2026-01";"8945.18";"6942.54";"2002.64";"0";"0";"2026-01-28";"FR7617698956844783014676931"
"407";"2025-09";"5381.03";"4120.2";"1260.83";"0";"12.6";"2025-09-28";"FR7692571966208089353765683"
"340";"2026-03";"7162.37";"5991.54";"1649.27";"478.44";"0";"2026-03-28";"FR7691722201093675526695514"
"944";"2025-05";"5113.95";"6058.1";"1047.07";"1991.22";"0";"2025-05-28";"FR7679729553924614772974254"
"767";"2025-01";"4975.5";"3877.23";"1098.27";"0";"6.2";"2025-01-28";"FR7695064481666195424377837"
"94";"2025-07";"9302.78";"8645.06";"2193.69";"1535.97";"0";"2025-07-28";"FR7622480738201453106096017"
"227";"2025-04";"6518.2";"6974.78";"1308.81";"1765.39";"0";"2025-04-28";"FR7626386253041820228930264"
"823";"2026-02";"8795.75";"8541.38";"1768.6";"1514.23";"0";"2026-02-28";"FR7680170527248910806336510"
"771";"2025-03";"9299.29";"7129.46";"2169.83";"0";"0";"2025-03-28";"FR7675640764401215636596166"
"830";"2025-03";"4899.98";"3687.0";"1212.98";"0";"0";"2025-03-28";"FR7683593682847387154571828"
"156";"2025-07";"10379.01";"8866.38";"2295.68";"783.05";"0";"2025-07-28";"FR7646553911708241660830399"
"984";"2026-01";"6475.89";"6589.69";"1315.27";"1429.07";"0";"2026-01-28";"FR7658705828038847349069018"
"729";"2025-05";"8959.84";"7011.01";"1948.83";"0";"0";"2025-05-28";"FR7686618320892700434633928"
"452";"2025-02";"9251.09";"6959.12";"2291.97";"0";"0";"2025-02-28";"FR7673323260676803884691870"
"62";"2025-11";"7933.37";"7573.03";"1787.05";"1426.71";"2.8";"2025-11-28";"FR7613551188736914933223542"
"555";"2025-11";"10789.58";"8124.09";"2665.49";"0";"0";"2025-11-28";"FR7627573972818441522859921"
"718";"2025-10";"9105.38";"7189.25";"1916.13";"0";"0";"2025-10-28";"FR7612376146539749704877160"
"581";"2025-02";"8748.39";"8346.22";"1857.17";"1455.0";"4.8";"2025-02-28";"FR7655036829557673958775598"
"390";"2025-03";"11198.2";"9712.63";"2241.49";"755.92";"0";"2025-03-28";"FR7618331145778758893698954"
"762";"2025-09";"10599.79";"8059.57";"2540.22";"0";"0";"2025-09-28";"FR7629466852258600458691065"
"333";"2025-04";"11975.06";"9584.63";"2988.31";"597.88";"0";"2025-04-28";"FR7620073825388332248682271"
"573";"2025-06";"10773.41";"8702.86";"2672.18";"601.63";"7.7";"2025-06-28";"FR7619804331732004747125546"
"171";"2026-01";"8674.19";"6580.62";"2093.57";"0";"0";"2026-01-28";"FR7678890890352149622448026"
"320";"2025-02";"5413.13";"4137.26";"1275.87";"0";"0";"2025-02-28";"FR7695519919294274738814337"
"560";"2025-08";"4226.83";"3371.93";"854.9";"0";"13.0";"2025-08-28";"FR7676273872519351086828498"
"368";"2025-08";"4426.38";"3376.75";"1049.63";"0";"0";"2025-08-28";"FR7692624489002564846820912"
"564";"2025-10";"10602.19";"8285.64";"2316.55";"0";"0";"2025-10-28";"FR7654237898264861363081610"
"198";"2025-08";"5975.56";"4992.49";"1369.72";"386.65";"0";"2025-08-28";"FR7613056877545861619783529"
"732";"2026-03";"3524.33";"2753.48";"770.85";"0";"14.1";"2026-03-28";"FR7626419321605513804424419"
"266";"2025-02";"10948.56";"8642.79";"2601.58";"295.81";"10.6";"2025-02-28";"FR7666515242273677995583734"
"950";"2025-11";"4292.88";"3359.65";"933.23";"0";"18.0";"2025-11-28";"FR7624141202107547302777627"
"965";"2025-04";"9025.85";"6828.77";"2197.08";"0";"12.4";"2025-04-28";"FR7677060336466097637792790"
"181";"2025-12";"11258.03";"8963.41";"2294.62";"0";"0";"2025-12-28";"FR7686783139279136633771180"
"222";"2025-11";"9362.33";"7252.35";"2109.98";"0";"0";"2025-11-28";"FR7638697370809180499153493"
"843";"2025-02";"4044.78";"4333.49";"971.84";"1260.55";"0";"2025-02-28";"FR7665412127531069459276075"
"157";"2025-09";"7725.26";"6939.31";"1798.88";"1012.93";"0";"2025-09-28";"FR7625624448603678436478750"
"945";"2025-11";"10114.44";"7633.02";"2481.42";"0";"5.0";"2025-11-28";"FR7658399762558609750358311"
"372";"2025-09";"7341.65";"5589.37";"1752.28";"0";"11.9";"2025-09-28";"FR7675568147446779856713181"
"507";"2025-10";"2704.47";"2125.78";"578.69";"0";"0";"2025-10-28";"FR7636166959948118856033991"
"739";"2025-07";"4863.56";"5717.49";"1039.18";"1893.11";"0";"2025-07-28";"FR7699966718398793318959515"
"827";"2025-08";"11090.84";"8730.9";"2359.94";"0";"3.1";"2025-08-28";"FR7693947445528969064167380"
"38";"2025-02";"5151.5";"4021.55";"1129.95";"0";"16.3";"2025-02-28";"FR7662646349335341251779589"
"402";"2025-06";"9693.38";"9013.7";"2120.52";"1440.84";"0";"2025-06-28";"FR7617086423054794560143878"
"871";"2025-05";"10897.95";"8193.52";"2704.43";"0";"0";"2025-05-28";"FR7684276346783755905820737"
"267";"2025-06";"8887.26";"7227.3";"1803.32";"143.36";"0";"2025-06-28";"FR7687743595195167719665749"
"676";"2025-07";"6012.07";"4653.51";"1358.56";"0";"0";"2025-07-28";"FR7678762895086030365540570"
"126";"2025-01";"6937.27";"5416.57";"1520.7";"0";"18.8";"2025-01-28";"FR7631856963375570043804685"
"428";"2025-01";"5894.73";"4612.4";"1282.33";"0";"0";"2025-01-28";"FR7633298869736145004623112"
"610";"2025-11";"5148.78";"4063.81";"1084.97";"0";"10.7";"2025-11-28";"FR7647712799682186436581278"
"112";"2025-08";"4985.36";"3878.7";"1106.66";"0";"0";"2025-08-28";"FR7627037666583856747009565"
"613";"2025-12";"8856.72";"7965.92";"2052.69";"1161.89";"0";"2025-12-28";"FR7640675949791767232464038"
"435";"2025-06";"11668.32";"9856.65";"2741.98";"930.31";"0";"2025-06-28";"FR7667355428713669337425948"
"956";"2025-01";"7752.96";"5937.97";"1814.99";"0";"0";"2025-01-28";"FR7613895244443662664128834"
"836";"2026-01";"5051.63";"3817.03";"1234.6";"0";"0";"2026-01-28";"FR7671594275749284444289164"
"713";"2025-04";"3146.66";"2363.22";"783.44";"0";"0.4";"2025-04-28";"FR7629040612782672611126496"
"50";"2025-02";"5450.54";"4218.52";"1232.02";"0";"7.6";"2025-02-28";"FR7632180372672254087691815"
"456";"2025-12";"11576.96";"10794.02";"2616.5";"1833.56";"0";"2025-12-28";"FR7677415818296704283901228"
"990";"2025-01";"5843.44";"4589.91";"1253.53";"0";"0";"2025-01-28";"FR7621834779576334139970275"
"178";"2025-08";"3814.13";"3008.04";"806.09";"0";"0";"2025-08-28";"FR7676759815284904928076482"
"449";"2026-01";"9223.46";"7045.36";"2178.1";"0";"16.4";"2026-01-28";"FR7626559707089624112021555"
"978";"2026-03";"9954.89";"9023.74";"2431.29";"1500.14";"0";"2026-03-28";"FR7678906322218619307160781"
"783";"2025-03";"6775.48";"5183.71";"1591.77";"0";"5.3";"2025-03-28";"FR7640541586448346294414098"
"826";"2025-09";"6138.56";"4745.91";"1392.65";"0";"9.5";"2025-09-28";"FR7640263711635417612641168"
"114";"2025-05";"10373.24";"7790.89";"2582.35";"0";"0";"2025-05-28";"FR7698372696782375288800498"
"667";"2026-02";"8080.74";"6454.14";"1626.6";"0";"0";"2026-02-28";"FR7665568680942508721075397"
"149";"2025-12";"3253.15";"4071.14";"708.31";"1526.3";"8.8";"2025-12-28";"FR7687215995767267047470867"
"680";"2025-12";"11408.54";"8972.19";"2436.35";"0";"6.7";"2025-12-28";"FR7680846799096971543406420"
"222";"2025-07";"4846.19";"3840.4";"1005.79";"0";"18.4";"2025-07-28";"FR7614286622302822060090174"
"469";"2025-08";"5342.44";"4183.32";"1159.12";"0";"5.7";"2025-08-28";"FR7612040470591923396132010"
"1000";"2026-01";"8913.91";"6874.04";"2039.87";"0";"0";"2026-01-28";"FR7653751701761860953939096"
"586";"2025-07";"9221.88";"8330.43";"2265.74";"1374.29";"0";"2025-07-28";"FR7686212842133465600634873"
"946";"2025-09";"8796.96";"7016.03";"1845.02";"64.09";"17.0";"2025-09-28";"FR7674737862279383367361015"
"732";"2026-02";"7756.69";"7814.32";"1836.78";"1894.41";"0";"2026-02-28";"FR7612146755199044012195575"
"241";"2025-12";"4584.48";"3651.46";"933.02";"0";"3.8";"2025-12-28";"FR7627079467627874293318834"
"84";"2025-10";"5476.14";"5608.45";"1281.39";"1413.7";"0";"2025-10-28";"FR7661807731506721506647198"
"907";"2025-04";"9328.24";"7070.96";"2257.28";"0";"0";"2025-04-28";"FR7653114129445022437420193"
"392";"2025-08";"9418.57";"7703.63";"2290.83";"575.89";"16.8";"2025-08-28";"FR7611508590645543268852243"
"491";"2025-05";"3973.61";"3173.24";"800.37";"0";"0";"2025-05-28";"FR7629557394204434085362694"
"464";"2026-02";"11757.27";"10537.95";"2920.9";"1701.58";"0";"2026-02-28";"FR7698630759698155171152117"
"808";"2025-02";"4609.97";"3878.14";"1088.07";"356.24";"0";"2025-02-28";"FR7630566801816399530401187"
"789";"2025-07";"5301.87";"4855.66";"1119.46";"673.25";"0";"2025-07-28";"FR7651266243001064862966272"
"141";"2025-02";"10279.08";"8060.0";"2219.08";"0";"0";"2025-02-28";"FR7616250532481165020618332"
"937";"2025-03";"3671.33";"2846.01";"825.32";"0";"0";"2025-03-28";"FR7621020410397094881498778"
"898";"2026-03";"2365.2";"1846.23";"518.97";"0";"0";"2026-03-28";"FR7663607464068794686954839"
"574";"2026-02";"5748.27";"4493.36";"1254.91";"0";"0";"2026-02-28";"FR7632971109652945720205994"
"132";"2026-01";"10860.2";"9727.93";"2317.22";"1184.95";"0";"2026-01-28";"FR7692320602652650771707810"
"525";"2025-06";"5313.95";"4036.12";"1277.83";"0";"0";"2025-06-28";"FR7634693634181109368545558"
"281";"2025-02";"5871.34";"5683.58";"1206.29";"1018.53";"0";"2025-02-28";"FR7647680247709045875842857"
"64";"2025-02";"2449.99";"1930.01";"519.98";"0";"14.4";"2025-02-28";"FR7625869384808975362760491"
"699";"2025-03";"11278.22";"10392.64";"2560.29";"1674.71";"5.7";"2025-03-28";"FR7634460748685395235148914"
"177";"2025-03";"3178.77";"3735.51";"678.47";"1235.21";"0";"2025-03-28";"FR7622202168699196682830484"
"348";"2025-04";"8889.04";"6682.82";"2206.22";"0";"0";"2025-04-28";"FR7675851940862091010934547"
"955";"2025-11";"10676.54";"9625.14";"2474.79";"1423.39";"0";"2025-11-28";"FR7649933260127258203612387"
"808";"2025-09";"10714.5";"8311.5";"2403.0";"0";"0";"2025-09-28";"FR7687933959132332530405954"
"283";"2026-01";"11230.61";"9955.38";"2656.95";"1381.72";"1.6";"2026-01-28";"FR7648322243768650893223576"
"141";"2026-02";"2468.31";"1942.27";"526.04";"0";"13.0";"2026-02-28";"FR7613891925459171446705380"
"193";"2025-11";"3929.05";"3046.04";"883.01";"0";"0";"2025-11-28";"FR7694950975979248302439868"
"134";"2025-06";"11864.52";"9058.8";"2805.72";"0";"12.8";"2025-06-28";"FR7659641559767326692858489"
"734";"2025-02";"10827.46";"8575.02";"2395.92";"143.48";"9.3";"2025-02-28";"FR7690798507254781247387712"
"100";"2025-04";"2413.01";"1812.5";"600.51";"0";"0";"2025-04-28";"FR7636495425154936370973090"
"598";"2025-08";"10097.11";"7846.38";"2250.73";"0";"0";"2025-08-28";"FR7665748818397661310044080"
"861";"2025-07";"10309.1";"9602.01";"2357.88";"1650.79";"19.1";"2025-07-28";"FR7627887284785013490037515"
"275";"2025-01";"3586.94";"2734.99";"851.95";"0";"0";"2025-01-28";"FR7678140960595404779537697"
"63";"2025-02";"5328.8";"4479.92";"1180.81";"331.93";"5.2";"2025-02-28";"FR7625076916461324867041762"
"14";"2025-05";"5456.8";"4561.15";"1267.31";"371.66";"0";"2025-05-28";"FR7618517471197829134833014"
"350";"2025-11";"9475.03";"8791.78";"2037.66";"1354.41";"2.9";"2025-11-28";"FR7626233323158902830602775"
"98";"2025-06";"10271.15";"8821.17";"2168.66";"718.68";"0";"2025-06-28";"FR7649027373139169421735991"
"142";"2025-07";"8093.33";"6688.99";"1823.06";"418.72";"0";"2025-07-28";"FR7633108165475511168046798"
"157";"2025-01";"8498.11";"6628.49";"1869.62";"0";"0";"2025-01-28";"FR7634787438451539212969853"
"551";"2026-01";"5709.94";"5195.38";"1243.76";"729.2";"0";"2026-01-28";"FR7671710436934306648435787"
"790";"2025-06";"11442.45";"10515.0";"2432.15";"1504.7";"12.7";"2025-06-28";"FR7649425838323059230489897"
"18";"2025-10";"5845.9";"4583.13";"1262.77";"0";"0";"2025-10-28";"FR7633930789831949512810022"
"826";"2025-08";"10910.04";"8416.92";"2493.12";"0";"5.9";"2025-08-28";"FR7645374272194227092323628"
"640";"2025-11";"7818.42";"7973.49";"1824.51";"1979.58";"0";"2025-11-28";"FR7667449885981094296412245"
"630";"2026-02";"5343.56";"4102.07";"1241.49";"0";"17.4";"2026-02-28";"FR7667864796591981425179965"
"202";"2025-09";"7619.72";"6158.58";"1588.13";"126.99";"19.8";"2025-09-28";"FR7683884310772437843292631"
"108";"2025-02";"10736.21";"8883.12";"2417.77";"564.68";"0";"2025-02-28";"FR7623800209476537470943557"
"849";"2026-03";"10414.39";"8980.3";"2286.06";"851.97";"0";"2026-03-28";"FR7616338991233660026565650"
"595";"2026-02";"10749.02";"8556.84";"2192.18";"0";"0";"2026-02-28";"FR7670090973339974586337756"
"858";"2026-01";"5429.26";"4233.92";"1195.34";"0";"0";"2026-01-28";"FR7661104680694005419928853"
"634";"2025-03";"8963.35";"8314.36";"1880.14";"1231.15";"7.4";"2025-03-28";"FR7672202699282457294599864"
"943";"2026-02";"5766.74";"6219.14";"1351.57";"1803.97";"0";"2026-02-28";"FR7611787620954097799607559"
"367";"2025-06";"7185.78";"5707.46";"1478.32";"0";"0";"2025-06-28";"FR7684757635808928330008059"
"614";"2025-04";"8234.86";"6188.81";"2046.05";"0";"0";"2025-04-28";"FR7663303302264962793817946"
"206";"2025-07";"8085.92";"6566.14";"1686.78";"167.0";"0";"2025-07-28";"FR7679050370277871620249486"
"789";"2025-05";"6551.0";"5034.17";"1516.83";"0";"4.5";"2025-05-28";"FR7642413643562312455977716"
"979";"2025-08";"11497.51";"8655.84";"2841.67";"0";"0.9";"2025-08-28";"FR7638143470611573286222636"
"337";"2026-03";"7566.83";"6648.47";"1774.77";"856.41";"13.3";"2026-03-28";"FR7657519505468682201438590"
"933";"2025-11";"2742.73";"2101.23";"641.5";"0";"7.6";"2025-11-28";"FR7682643747501161661858076"
"685";"2025-06";"10586.62";"7992.01";"2594.61";"0";"0.5";"2025-06-28";"FR7659261365683431479301246"
"134";"2025-09";"9844.77";"7676.59";"2168.18";"0";"0";"2025-09-28";"FR7691482922301919865626168"
"230";"2025-07";"5995.36";"5349.71";"1483.2";"837.55";"0";"2025-07-28";"FR7689612173231790636601672"
"925";"2025-03";"7079.02";"5488.07";"1590.95";"0";"3.9";"2025-03-28";"FR7658950684952036003339043"
"471";"2025-12";"6438.33";"7016.8";"1401.18";"1979.65";"0";"2025-12-28";"FR7625493646141109585435530"
"162";"2025-07";"3278.23";"2760.01";"772.58";"254.36";"0";"2025-07-28";"FR7686301434463340148933644"
"706";"2025-05";"8027.65";"6387.06";"1640.59";"0";"0";"2025-05-28";"FR7634099654024906858993677"
"652";"2025-02";"2452.78";"3725.78";"563.58";"1836.58";"0";"2025-02-28";"FR7619306836533681887888476"
"654";"2026-01";"2365.76";"1774.92";"590.84";"0";"0";"2026-01-28";"FR7625187559691207576405653"
"198";"2026-02";"4634.77";"4545.89";"1154.47";"1065.59";"0";"2026-02-28";"FR7688562801978387022337196"
"395";"2025-01";"6093.7";"4752.29";"1341.41";"0";"11.0";"2025-01-28";"FR7689282577192104666199318"
"44";"2026-02";"4104.15";"4266.26";"1014.51";"1176.62";"10.6";"2026-02-28";"FR7637906827849887448084713"
"956";"2025-05";"2738.92";"2150.53";"588.39";"0";"1.5";"2025-05-28";"FR7663184933522578520856635"
"819";"2025-01";"6094.25";"4775.49";"1318.76";"0";"0";"2025-01-28";"FR7664966215534871001185575"
"806";"2025-01";"7246.89";"5464.92";"1781.97";"0";"0";"2025-01-28";"FR7644347991218122204368272"
"369";"2025-09";"9142.47";"7305.25";"1944.19";"106.97";"0";"2025-09-28";"FR7687317419587228430868818"
"847";"2025-04";"7476.93";"5757.84";"1719.09";"0";"0";"2025-04-28";"FR7640138543455152982435643"
"703";"2025-05";"5499.19";"5904.93";"1351.89";"1757.63";"0";"2025-05-28";"FR7654816673649676798334417"
"985";"2025-02";"7996.2";"6156.9";"1839.3";"0";"0";"2025-02-28";"FR7646339562119781151402776"
"175";"2026-02";"5091.6";"3886.57";"1205.03";"0";"0";"2026-02-28";"FR7638083161602442556983927"
"530";"2026-03";"3021.24";"2387.47";"633.77";"0";"0";"2026-03-28";"FR7639960216997431038655741"
"202";"2026-01";"11274.71";"8459.49";"2815.22";"0";"0";"2026-01-28";"FR7682209924806261287589883"
"783";"2025-11";"5467.57";"6162.76";"1104.35";"1799.54";"6.6";"2025-11-28";"FR7614441417743693146086925"
"870";"2025-07";"3704.92";"3741.35";"773.81";"810.24";"0";"2025-07-28";"FR7641276443253926963901340"
"379";"2025-08";"3066.67";"2331.2";"735.47";"0";"9.7";"2025-08-28";"FR7690864268782211235139838"
"656";"2025-09";"6363.19";"4969.69";"1393.5";"0";"0";"2025-09-28";"FR7627447974168157004391367"
"35";"2025-03";"11833.48";"9247.84";"2585.64";"0";"0";"2025-03-28";"FR7640574256227463972232760"
"655";"2025-10";"9077.65";"7045.33";"2032.32";"0";"11.5";"2025-10-28";"FR7615332819776830005212769"
"314";"2025-05";"4432.68";"4516.63";"1088.26";"1172.21";"0";"2025-05-28";"FR7657706958827842840173219"
"417";"2025-12";"8794.37";"6622.06";"2172.31";"0";"0";"2025-12-28";"FR7665797370906259567400812"
"418";"2025-11";"11586.93";"9417.01";"2327.4";"157.48";"0";"2025-11-28";"FR7631447379253177350243634"
"23";"2025-04";"10926.43";"8469.62";"2456.81";"0";"0";"2025-04-28";"FR7639985151472091989823462"
"609";"2025-01";"4137.72";"3847.91";"833.47";"543.66";"0";"2025-01-28";"FR7662474291105557041904677"
"764";"2025-01";"4890.62";"4501.32";"1049.49";"660.19";"2.0";"2025-01-28";"FR7620060964048056975827781"
"753";"2025-04";"7930.28";"6315.29";"1614.99";"0";"0";"2025-04-28";"FR7642292929867604572537680"
"355";"2025-09";"6625.58";"6598.9";"1389.41";"1362.73";"0";"2025-09-28";"FR7659614732386469903114877"
"132";"2025-10";"4235.82";"3595.96";"1057.4";"417.54";"0";"2025-10-28";"FR7676200693727783907196847"
"868";"2025-07";"10520.19";"8274.79";"2245.4";"0";"0";"2025-07-28";"FR7678788779233513564024657"
"689";"2025-08";"2500.07";"2640.97";"533.22";"674.12";"0";"2025-08-28";"FR7631466831385830006338891"
"525";"2025-09";"11512.49";"8848.11";"2664.38";"0";"0";"2025-09-28";"FR7644931405938669693142615"
"357";"2026-01";"4958.67";"4953.0";"1186.59";"1180.92";"14.9";"2026-01-28";"FR7687341769841099811114125"
"534";"2026-01";"10333.71";"7899.32";"2491.7";"57.31";"7.4";"2026-01-28";"FR7638848851688554821553556"
"785";"2025-07";"6624.07";"5046.66";"1577.41";"0";"0";"2025-07-28";"FR7613779430457520351927515"
"605";"2025-09";"4548.77";"4087.11";"1132.72";"671.06";"17.1";"2025-09-28";"FR7692394866489718702183035"
"699";"2026-01";"4318.87";"3306.71";"1028.73";"16.57";"4.3";"2026-01-28";"FR7663869403177121090709190"
"82";"2026-03";"11983.33";"9354.63";"2628.7";"0";"0";"2026-03-28";"FR7668203954488723657704117"
"353";"2025-11";"8914.88";"6818.72";"2096.16";"0";"11.7";"2025-11-28";"FR7658580774588843499929023"
"294";"2025-09";"2265.23";"1761.43";"503.8";"0";"0";"2025-09-28";"FR7695304764133823118598622"
"794";"2025-12";"2589.38";"2004.02";"585.36";"0";"8.0";"2025-12-28";"FR7688825436836498790296718"
"563";"2026-03";"4940.05";"3931.6";"1008.45";"0";"0";"2026-03-28";"FR7644091235947726738749180"
"692";"2025-08";"9676.74";"8708.15";"2402.18";"1433.59";"0";"2025-08-28";"FR7662580639196639163842932"
"865";"2025-05";"6344.06";"4779.65";"1564.41";"0";"6.8";"2025-05-28";"FR7699555936387846785520879"
"755";"2025-07";"5502.62";"4338.07";"1164.55";"0";"0";"2025-07-28";"FR7661260703233964179122264"
"859";"2026-01";"2475.58";"2088.89";"609.11";"222.42";"0";"2026-01-28";"FR7631809463438439545378964"
"85";"2025-06";"10822.71";"8397.07";"2425.64";"0";"0";"2025-06-28";"FR7649113447998344949007896"
"357";"2025-02";"8060.81";"6282.97";"1777.84";"0";"0";"2025-02-28";"FR7664915284978658753548685"
"647";"2025-01";"7208.26";"5436.49";"1771.77";"0";"0";"2025-01-28";"FR7687622648903647591875338"
"707";"2025-10";"7194.0";"6146.77";"1538.23";"491.0";"15.7";"2025-10-28";"FR7634047268943694088555199"
"932";"2026-01";"6996.46";"5486.75";"1509.71";"0";"2.0";"2026-01-28";"FR7665838275608878659417859"
"942";"2025-12";"8220.48";"8153.02";"1950.17";"1882.71";"0";"2025-12-28";"FR7619241255997202682876669"
"855";"2025-02";"5961.58";"4734.6";"1226.98";"0";"10.5";"2025-02-28";"FR7687846626329651063837669"
"524";"2026-01";"6065.41";"4615.51";"1449.9";"0";"1.3";"2026-01-28";"FR7631592832104743030435897"
"275";"2025-01";"10405.96";"8190.01";"2306.84";"90.89";"0";"2025-01-28";"FR7639451536318585639243379"
"765";"2025-10";"6752.68";"5188.03";"1564.65";"0";"0";"2025-10-28";"FR7617965767255636066392080"
"298";"2025-03";"10502.7";"9501.92";"2257.84";"1257.06";"3.6";"2025-03-28";"FR7674928609397410692502295"
"348";"2025-07";"6622.14";"5222.38";"1399.76";"0";"0";"2025-07-28";"FR7677761199863854192681985"
"846";"2025-03";"8789.98";"8665.48";"2116.78";"1992.28";"0";"2025-03-28";"FR7636579740183664476908532"
"987";"2025-07";"8656.07";"6561.56";"2094.51";"0";"0";"2025-07-28";"FR7649219506508424516609983"
"985";"2025-01";"9725.74";"7709.67";"2016.07";"0";"0";"2025-01-28";"FR7671285406239313568745784"
"112";"2025-10";"11554.45";"9189.79";"2364.66";"0";"0";"2025-10-28";"FR7666099437114738654789377"
"847";"2026-01";"3799.1";"2859.75";"939.35";"0";"0";"2026-01-28";"FR7651042294247232223910813"
"37";"2025-02";"7833.77";"6972.87";"1714.29";"853.39";"3.0";"2025-02-28";"FR7618609923545789479520161"
"158";"2025-05";"5046.2";"5597.35";"1125.58";"1676.73";"14.5";"2025-05-28";"FR7614988655534586438019256"
"940";"2025-07";"10838.4";"8166.76";"2671.64";"0";"0";"2025-07-28";"FR7634856677211846642351266"
"49";"2025-02";"10286.67";"9839.22";"2348.43";"1900.98";"0";"2025-02-28";"FR7657850733834158216765874"
"902";"2025-09";"11530.92";"9150.28";"2380.64";"0";"11.1";"2025-09-28";"FR7636983701537486613744792"
"789";"2025-02";"10457.72";"8706.98";"2451.63";"700.89";"12.8";"2025-02-28";"FR7690970240112154539882170"
