"NUMERO_FACTURE";"ENTREPRISE_ID";"DATE_EMISSION";"DATE_ECHEANCE";"MONTANT_HT";"TVA";"MONTANT_TTC";"STATUT";"MODE_PAIEMENT";"IBAN_CLIENT";"REFERENCE_BANCAIRE"
"FA-2025-00162";"628";"2025-04-04";"2025-05-19";"1216.11";"243.22";"1459.33";"EN_ATTENTE";"CHEQUE";"FR7667924739228715871586024";"REF-150661"
"FA-2025-00163";"545";"2026-01-30";"2026-03-01";"37101.81";"7420.36";"44522.17";"PAYEE";"CB";"FR7645374231771008540878335";"REF-202670"
"FA-2025-00164";"423";"2025-08-22";"2025-11-20";"149354.21";"29870.84";"179225.05";"PAYEE";"PRELEVEMENT";"FR7685159330658385971112925";"REF-521597"
"FA-2025-00165";"371";"2024-03-27";"2024-05-26";"145714.42";"29142.88";"174857.3";"EN_ATTENTE";"PRELEVEMENT";"FR7629318893229658415315089";"REF-260163"
"FA-2025-00166";"536";"2025-12-08";"2026-02-06";"146037.68";"29207.54";"175245.22";"PAYEE";"CB";"FR7636995406425099889082956";"REF-270023"
"FA-2025-00167";"986";"2024-11-02";"2025-01-31";"108805.74";"21761.15";"130566.89";"EN_ATTENTE";"LETTRE_CHANGE";"FR7693877443299206343774769";"REF-312031"
"FA-2025-00168";"342";"2025-04-01";"2025-05-01";"80713.79";"16142.76";"96856.55";"EN_RETARD";"PRELEVEMENT";"FR7678000586174094777171327";"REF-311929"
"FA-2025-00169";"784";"2024-04-14";"2024-06-13";"18866.89";"3773.38";"22640.27";"PAYEE";"CB";"FR7645327932878490622317794";"REF-736471"
"FA-2025-00170";"498";"2024-02-13";"2024-05-13";"47068.27";"9413.65";"56481.92";"EN_RETARD";"CHEQUE";"FR7644507177719523169552011";"REF-810039"
"FA-2025-00171";"390";"2024-04-21";"2024-06-20";"32860.46";"6572.09";"39432.55";"EN_RETARD";"CHEQUE";"FR7698608927851404407150778";"REF-260619"
"FA-2025-00172";"242";"2024-07-05";"2024-08-04";"16860.35";"3372.07";"20232.42";"EN_RETARD";"VIREMENT";"FR7678016344716802749915892";"REF-194195"
"FA-2025-00173";"651";"2024-04-10";"2024-06-09";"12227.06";"2445.41";"14672.47";"PAYEE";"CB";"FR7655144734628088316964944";"REF-191195"
"FA-2025-00174";"289";"2024-12-21";"2025-03-21";"43308.98";"8661.8";"51970.78";"PAYEE";"CB";"FR7683483699019817093041192";"REF-434893"
"FA-2025-00175";"511";"2025-01-30";"2025-04-30";"115373.24";"23074.65";"138447.89";"PAYEE";"PRELEVEMENT";"FR7649759449757227507073282";"REF-680635"
"FA-2025-00176";"458";"2024-08-28";"2024-10-12";"12829.45";"2565.89";"15395.34";"EN_ATTENTE";"LETTRE_CHANGE";"FR7667685552507429356698057";"REF-361365"
"FA-2025-00177";"64";"2025-10-27";"2025-12-26";"124625.58";"24925.12";"149550.7";"PAYEE";"VIREMENT";"FR7675286454753619136441119";"REF-365891"
"FA-2025-00178";"855";"2024-08-10";"2024-11-08";"85405.89";"17081.18";"102487.07";"EN_RETARD";"VIREMENT";"FR7684376966297926816201531";"REF-812783"
"FA-2025-00179";"677";"2025-04-21";"2025-06-05";"6133.37";"1226.67";"7360.04";"EN_ATTENTE";"VIREMENT";"FR7644255678437156209168317";"REF-918679"
"FA-2025-00180";"579";"2025-10-16";"2026-01-14";"46086.11";"9217.22";"55303.33";"EN_RETARD";"VIREMENT";"FR7644431262945078150051351";"REF-132420"
"FA-2025-00181";"100";"2025-11-20";"2025-12-20";"103229.56";"20645.91";"123875.47";"PAYEE";"CB";"FR7690300424685960454675671";"REF-900600"
"FA-2025-00182";"711";"2024-03-15";"2024-06-13";"48300.92";"9660.18";"57961.1";"PAYEE";"CB";"FR7643071686005523201680880";"REF-700132"
"FA-2025-00183";"311";"2026-01-14";"2026-03-15";"139854.08";"27970.82";"167824.9";"EN_ATTENTE";"CHEQUE";"FR7630502209337881229125282";"REF-984527"
"FA-2025-00184";"714";"2026-01-22";"2026-04-22";"133837.51";"26767.5";"160605.01";"EN_ATTENTE";"CB";"FR7650641319217890945098648";"REF-867488"
"FA-2025-00185";"835";"2026-01-16";"2026-02-15";"35493.8";"7098.76";"42592.56";"EN_RETARD";"CB";"FR7624225894214441418734372";"REF-566500"
"FA-2025-00186";"126";"2025-06-07";"2025-09-05";"104970.91";"20994.18";"125965.09";"PAYEE";"LETTRE_CHANGE";"FR7657005922543313427268358";"REF-287783"
"FA-2025-00187";"231";"2025-09-22";"2025-11-06";"40485.86";"8097.17";"48583.03";"EN_RETARD";"VIREMENT";"FR7641628471371717574593520";"REF-585307"
"FA-2025-00188";"281";"2025-09-12";"2025-12-11";"15758.09";"3151.62";"18909.71";"EN_ATTENTE";"CHEQUE";"FR7643972201285350045821344";"REF-223887"
"FA-2025-00189";"533";"2025-08-26";"2025-10-25";"3201.14";"640.23";"3841.37";"EN_RETARD";"CHEQUE";"FR7645429824227785210153435";"REF-725836"
"FA-2025-00190";"488";"2025-10-14";"2026-01-12";"47491.86";"9498.37";"56990.23";"PAYEE";"PRELEVEMENT";"FR7683343945245784148454928";"REF-813412"
"FA-2025-00191";"472";"2024-10-27";"2025-01-25";"2100.24";"420.05";"2520.29";"EN_RETARD";"CHEQUE";"FR7653115691799628874865768";"REF-335831"
"FA-2025-00192";"886";"2025-10-14";"2026-01-12";"142485.92";"28497.18";"170983.1";"EN_ATTENTE";"VIREMENT";"FR7657221694488628264948092";"REF-563923"
"FA-2025-00193";"183";"2025-08-06";"2025-09-20";"814.77";"162.95";"977.72";"PAYEE";"LETTRE_CHANGE";"FR7684837828152194128013888";"REF-285860"
"FA-2025-00194";"18";"2025-09-03";"2025-10-18";"76073.59";"15214.72";"91288.31";"EN_ATTENTE";"PRELEVEMENT";"FR7659072509844385012049131";"REF-920289"
"FA-2025-00195";"867";"2024-12-07";"2025-03-07";"135989.16";"27197.83";"163186.99";"EN_RETARD";"CHEQUE";"FR7611947280301916345450928";"REF-764417"
"FA-2025-00196";"965";"2024-09-28";"2024-11-27";"120442.89";"24088.58";"144531.47";"EN_RETARD";"CB";"FR7623489656452620543829694";"REF-498828"
"FA-2025-00197";"391";"2025-09-26";"2025-11-25";"51027.85";"10205.57";"61233.42";"PAYEE";"PRELEVEMENT";"FR7613849724751976939220337";"REF-712136"
"FA-2025-00198";"602";"2024-04-30";"2024-06-29";"103229.58";"20645.92";"123875.5";"PAYEE";"PRELEVEMENT";"FR7629142768287692648576943";"REF-321096"
"FA-2025-00199";"758";"2024-09-20";"2024-12-19";"60401.39";"12080.28";"72481.67";"PAYEE";"CHEQUE";"FR7622740194112477536457140";"REF-743422"
"FA-2025-00200";"401";"2024-02-14";"2024-03-30";"130965.5";"26193.1";"157158.6";"EN_ATTENTE";"VIREMENT";"FR7667018661033031240401926";"REF-850497"
"FA-2025-00201";"843";"2026-02-12";"2026-04-13";"11341.34";"2268.27";"13609.61";"EN_RETARD";"CB";"FR7663153722298485753272811";"REF-442411"
"FA-2025-00202";"447";"2024-03-09";"2024-04-08";"143145.47";"28629.09";"171774.56";"PAYEE";"CHEQUE";"FR7699815532453327368633964";"REF-729224"
"FA-2025-00203";"151";"2024-07-30";"2024-09-13";"116623.32";"23324.66";"139947.98";"PAYEE";"PRELEVEMENT";"FR7618577294053911305310966";"REF-703591"
"FA-2025-00204";"886";"2025-07-04";"2025-08-03";"118237.97";"23647.59";"141885.56";"EN_ATTENTE";"LETTRE_CHANGE";"FR7649921946247961988644245";"REF-688724"
"FA-2025-00205";"383";"2024-04-30";"2024-06-29";"103485.48";"20697.1";"124182.58";"PAYEE";"LETTRE_CHANGE";"FR7623498375463082806832631";"REF-800483"
"FA-2025-00206";"66";"2024-06-21";"2024-08-20";"85587.36";"17117.47";"102704.83";"PAYEE";"PRELEVEMENT";"FR7686474843963587566039829";"REF-450224"
"FA-2025-00207";"219";"2025-03-06";"2025-04-05";"47101.92";"9420.38";"56522.3";"PAYEE";"LETTRE_CHANGE";"FR7697719111492006866520951";"REF-629138"
"FA-2025-00208";"607";"2024-12-04";"2025-01-18";"67529.78";"13505.96";"81035.74";"EN_ATTENTE";"PRELEVEMENT";"FR7648293180665227388498199";"REF-529073"
"FA-2025-00209";"969";"2025-03-04";"2025-05-03";"8926.72";"1785.34";"10712.06";"EN_RETARD";"PRELEVEMENT";"FR7677385328268173560577132";"REF-340729"
"FA-2025-00210";"173";"2025-02-26";"2025-05-27";"80687.8";"16137.56";"96825.36";"EN_ATTENTE";"CHEQUE";"FR7636379207583300976575691";"REF-609718"
"FA-2025-00211";"101";"2025-03-30";"2025-06-28";"62153.88";"12430.78";"74584.66";"PAYEE";"CHEQUE";"FR7632133150383953188778253";"REF-530415"
"FA-2025-00212";"707";"2025-01-23";"2025-02-22";"84901.6";"16980.32";"101881.92";"PAYEE";"CHEQUE";"FR7690243744578964485643357";"REF-939320"
"FA-2025-00213";"357";"2024-02-20";"2024-03-21";"38692.9";"7738.58";"46431.48";"EN_RETARD";"CHEQUE";"FR7691589641383090332394762";"REF-239913"
"FA-2025-00214";"374";"2025-04-04";"2025-07-03";"61338.99";"12267.8";"73606.79";"EN_ATTENTE";"LETTRE_CHANGE";"FR7629178845778475715436588";"REF-794029"
"FA-2025-00215";"764";"2025-07-24";"2025-08-23";"143307.51";"28661.5";"171969.01";"EN_RETARD";"PRELEVEMENT";"FR7681328187567873318038967";"REF-212451"
"FA-2025-00216";"500";"2025-10-09";"2026-01-07";"98871.55";"19774.31";"118645.86";"PAYEE";"VIREMENT";"FR7655768618688009915860180";"REF-496992"
"FA-2025-00217";"564";"2024-01-21";"2024-03-06";"26130.52";"5226.1";"31356.62";"PAYEE";"CB";"FR7672000238836254383002041";"REF-183538"
"FA-2025-00218";"692";"2025-05-19";"2025-08-17";"65175.06";"13035.01";"78210.07";"EN_RETARD";"CHEQUE";"FR7610644226048267789400839";"REF-477009"
"FA-2025-00219";"812";"2025-05-02";"2025-07-01";"143934.71";"28786.94";"172721.65";"EN_ATTENTE";"CHEQUE";"FR7612107806051636301923418";"REF-372313"
"FA-2025-00220";"375";"2024-01-09";"2024-04-08";"130232.83";"26046.57";"156279.4";"PAYEE";"VIREMENT";"FR7647236617499087352674650";"REF-970216"
"FA-2025-00221";"915";"2025-04-29";"2025-06-28";"148308.89";"29661.78";"177970.67";"PAYEE";"PRELEVEMENT";"FR7659722672866341295007042";"REF-830072"
"FA-2025-00222";"70";"2024-12-01";"2025-01-30";"68917.23";"13783.45";"82700.68";"EN_ATTENTE";"LETTRE_CHANGE";"FR7691412191381694653960268";"REF-965169"
"FA-2025-00223";"622";"2025-07-28";"2025-09-26";"52338.12";"10467.62";"62805.74";"PAYEE";"CB";"FR7697657374308268327729980";"REF-839111"
"FA-2025-00224";"78";"2026-02-14";"2026-03-16";"38275.2";"7655.04";"45930.24";"PAYEE";"VIREMENT";"FR7687668532819000221642648";"REF-945440"
"FA-2025-00225";"269";"2025-12-29";"2026-02-27";"33650.78";"6730.16";"40380.94";"EN_ATTENTE";"VIREMENT";"FR7674677967244660722246621";"REF-457352"
"FA-2025-00226";"89";"2025-10-28";"2026-01-26";"62026.82";"12405.36";"74432.18";"EN_RETARD";"CHEQUE";"FR7657607846442226134220794";"REF-315782"
"FA-2025-00227";"420";"2026-01-25";"2026-03-26";"30514.07";"6102.81";"36616.88";"EN_ATTENTE";"CHEQUE";"FR7634257239439434658175073";"REF-498008"
"FA-2025-00228";"270";"2024-02-23";"2024-04-08";"90925.16";"18185.03";"109110.19";"EN_RETARD";"PRELEVEMENT";"FR7629183712803015354486866";"REF-830244"
"FA-2025-00229";"651";"2025-01-18";"2025-02-17";"42947.16";"8589.43";"51536.59";"EN_ATTENTE";"VIREMENT";"FR7643347531187136147959476";"REF-167100"
"FA-2025-00230";"436";"2025-06-24";"2025-09-22";"102427.86";"20485.57";"122913.43";"PAYEE";"VIREMENT";"FR7680441616231506115936067";"REF-498738"
"FA-2025-00231";"444";"2025-08-11";"2025-10-10";"20586.8";"4117.36";"24704.16";"PAYEE";"VIREMENT";"FR7611500978902310846967379";"REF-926115"
"FA-2025-00232";"543";"2025-08-02";"2025-10-01";"69529.19";"13905.84";"83435.03";"EN_ATTENTE";"CB";"FR7669022835333317838918018";"REF-630676"
"FA-2025-00233";"885";"2025-11-02";"2025-12-02";"79612.89";"15922.58";"95535.47";"EN_RETARD";"CHEQUE";"FR7641271614893163568743910";"REF-701369"
"FA-2025-00234";"737";"2025-02-23";"2025-04-09";"134710.53";"26942.11";"161652.64";"PAYEE";"CHEQUE";"FR7616557436154789899217810";"REF-856497"
"FA-2025-00235";"795";"2025-09-08";"2025-12-07";"52812.77";"10562.55";"63375.32";"EN_ATTENTE";"VIREMENT";"FR7666817253095965020774222";"REF-496815"
"FA-2025-00236";"523";"2025-05-28";"2025-08-26";"26740.41";"5348.08";"32088.49";"PAYEE";"CHEQUE";"FR7677384775782198464715294";"REF-940266"
"FA-2025-00237";"325";"2025-06-27";"2025-07-27";"44642.59";"8928.52";"53571.11";"EN_RETARD";"LETTRE_CHANGE";"FR7681873344466562399437651";"REF-248931"
"FA-2025-00238";"753";"2025-01-05";"2025-04-05";"54088.87";"10817.77";"64906.64";"EN_RETARD";"CHEQUE";"FR7688235146918492105698896";"REF-279034"
"FA-2025-00239";"204";"2025-08-06";"2025-10-05";"45336.13";"9067.23";"54403.36";"EN_RETARD";"LETTRE_CHANGE";"FR7616221931367981949474771";"REF-322055"
"FA-2025-00240";"280";"2024-01-12";"2024-03-12";"126296.2";"25259.24";"151555.44";"EN_RETARD";"VIREMENT";"FR7670979907378176323073553";"REF-577039"
"FA-2025-00241";"351";"2026-01-19";"2026-03-05";"128142.43";"25628.49";"153770.92";"EN_RETARD";"CHEQUE";"FR7636204476131943049925357";"REF-288129"
"FA-2025-00242";"11";"2025-07-15";"2025-08-29";"54933.72";"10986.74";"65920.46";"EN_RETARD";"VIREMENT";"FR7694149272478554932043727";"REF-447200"
"FA-2025-00243";"90";"2025-03-05";"2025-04-19";"80500.35";"16100.07";"96600.42";"EN_RETARD";"CHEQUE";"FR7695337343819351533953258";"REF-925205"
"FA-2025-00244";"409";"2024-10-08";"2024-11-07";"123108.83";"24621.77";"147730.6";"EN_RETARD";"VIREMENT";"FR7619457275654224123991743";"REF-384740"
"FA-2025-00245";"956";"2025-09-25";"2025-11-09";"9764.71";"1952.94";"11717.65";"PAYEE";"PRELEVEMENT";"FR7618734130413795616241298";"REF-608557"
"FA-2025-00246";"876";"2024-01-21";"2024-02-20";"51124.28";"10224.86";"61349.14";"PAYEE";"CHEQUE";"FR7691715855368603565337750";"REF-168090"
"FA-2025-00247";"625";"2025-02-08";"2025-04-09";"23281.96";"4656.39";"27938.35";"PAYEE";"CB";"FR7647795179864600183359399";"REF-974306"
"FA-2025-00248";"870";"2025-09-18";"2025-12-17";"131716.08";"26343.22";"158059.3";"PAYEE";"LETTRE_CHANGE";"FR7671600872493602062663728";"REF-861950"
"FA-2025-00249";"226";"2025-12-19";"2026-02-17";"84086.97";"16817.39";"100904.36";"EN_ATTENTE";"VIREMENT";"FR7612488112509007897820498";"REF-506541"
"FA-2025-00250";"611";"2024-07-31";"2024-09-29";"40528.7";"8105.74";"48634.44";"EN_ATTENTE";"LETTRE_CHANGE";"FR7637515329411825085644086";"REF-684690"
"FA-2025-00251";"932";"2025-08-14";"2025-09-28";"64241.55";"12848.31";"77089.86";"PAYEE";"CB";"FR7651392320626254511592763";"REF-280335"
"FA-2025-00252";"417";"2025-12-30";"2026-02-28";"142138.45";"28427.69";"170566.14";"PAYEE";"CHEQUE";"FR7619666515278625711048885";"REF-697884"
"FA-2025-00253";"237";"2025-05-23";"2025-06-22";"29649.02";"5929.8";"35578.82";"EN_ATTENTE";"PRELEVEMENT";"FR7661232275422608122641069";"REF-628742"
"FA-2025-00254";"533";"2024-06-20";"2024-08-04";"101162.78";"20232.56";"121395.34";"EN_ATTENTE";"CB";"FR7650443833427410957100298";"REF-879481"
"FA-2025-00255";"621";"2024-11-15";"2025-02-13";"144562.45";"28912.49";"173474.94";"EN_ATTENTE";"PRELEVEMENT";"FR7628442532567759879497633";"REF-497000"
"FA-2025-00256";"51";"2024-10-16";"2024-12-15";"116737.62";"23347.52";"140085.14";"EN_RETARD";"LETTRE_CHANGE";"FR7627744560853007489165393";"REF-232824"
"FA-2025-00257";"541";"2024-02-11";"2024-03-27";"88041.99";"17608.4";"105650.39";"EN_ATTENTE";"LETTRE_CHANGE";"FR7683550825902718540268253";"REF-776800"
"FA-2025-00258";"241";"2025-01-11";"2025-02-25";"37763.64";"7552.73";"45316.37";"PAYEE";"LETTRE_CHANGE";"FR7647368680052576318203028";"REF-373398"
"FA-2025-00259";"310";"2025-08-18";"2025-11-16";"72711.98";"14542.4";"87254.38";"PAYEE";"PRELEVEMENT";"FR7666704772346737274090850";"REF-998767"
"FA-2025-00260";"374";"2026-01-25";"2026-02-24";"141862.28";"28372.46";"170234.74";"EN_ATTENTE";"LETTRE_CHANGE";"FR7646662410691384576786248";"REF-409405"
"FA-2025-00261";"250";"2025-10-30";"2025-12-29";"22936.57";"4587.31";"27523.88";"PAYEE";"CB";"FR7630831306814023438710288";"REF-402281"
"FA-2025-00262";"575";"2024-02-12";"2024-04-12";"136046.76";"27209.35";"163256.11";"PAYEE";"PRELEVEMENT";"FR7623429953495954386601447";"REF-354563"
"FA-2025-00263";"809";"2025-05-17";"2025-07-01";"125287.91";"25057.58";"150345.49";"PAYEE";"PRELEVEMENT";"FR7651985950875107937424053";"REF-658162"
"FA-2025-00264";"916";"2025-11-14";"2025-12-29";"80986.85";"16197.37";"97184.22";"EN_RETARD";"CB";"FR7634349216379287484222054";"REF-578954"
"FA-2025-00265";"713";"2025-11-19";"2026-01-18";"71804.25";"14360.85";"86165.1";"PAYEE";"CHEQUE";"FR7613186326615198579082946";"REF-152860"
"FA-2025-00266";"872";"2024-03-19";"2024-04-18";"135544.9";"27108.98";"162653.88";"PAYEE";"PRELEVEMENT";"FR7616322516257988396426175";"REF-104917"
"FA-2025-00267";"967";"2024-08-17";"2024-11-15";"25037.9";"5007.58";"30045.48";"EN_RETARD";"CHEQUE";"FR7682708783147376149564681";"REF-426197"
"FA-2025-00268";"305";"2024-03-19";"2024-05-18";"123062.83";"24612.57";"147675.4";"PAYEE";"CHEQUE";"FR7683105281116548664535816";"REF-598571"
"FA-2025-00269";"258";"2025-06-30";"2025-08-29";"121241.85";"24248.37";"145490.22";"EN_ATTENTE";"CHEQUE";"FR7670365581135008773937028";"REF-266690"
"FA-2025-00270";"707";"2025-07-08";"2025-08-22";"127573.95";"25514.79";"153088.74";"PAYEE";"CHEQUE";"FR7634203935952087674980669";"REF-266133"
"FA-2025-00271";"508";"2025-01-10";"2025-03-11";"114687.92";"22937.58";"137625.5";"PAYEE";"LETTRE_CHANGE";"FR7639198874565281548595332";"REF-460283"
"FA-2025-00272";"585";"2025-01-30";"2025-03-16";"115493.41";"23098.68";"138592.09";"EN_RETARD";"CB";"FR7623480211122578131867133";"REF-213935"
"FA-2025-00273";"254";"2025-08-03";"2025-10-02";"128270.24";"25654.05";"153924.29";"PAYEE";"CHEQUE";"FR7672113364194625816935995";"REF-960197"
"FA-2025-00274";"619";"2025-05-22";"2025-08-20";"131079.75";"26215.95";"157295.7";"PAYEE";"PRELEVEMENT";"FR7615858329545335721146844";"REF-916190"
"FA-2025-00275";"937";"2024-11-08";"2024-12-23";"36714.08";"7342.82";"44056.9";"EN_ATTENTE";"PRELEVEMENT";"FR7694144449985485794002379";"REF-384282"
"FA-2025-00276";"846";"2024-07-29";"2024-10-27";"42277.09";"8455.42";"50732.51";"PAYEE";"CHEQUE";"FR7695784813486161029327191";"REF-232796"
"FA-2025-00277";"762";"2026-01-14";"2026-02-13";"90283.85";"18056.77";"108340.62";"PAYEE";"CHEQUE";"FR7654136232078456970033389";"REF-454199"
"FA-2025-00278";"747";"2025-10-25";"2025-12-24";"22872.45";"4574.49";"27446.94";"EN_RETARD";"VIREMENT";"FR7643918562819880109652223";"REF-829232"
"FA-2025-00279";"258";"2024-06-14";"2024-08-13";"61045.98";"12209.2";"73255.18";"PAYEE";"CHEQUE";"FR7622596148746415868822344";"REF-938580"
"FA-2025-00280";"93";"2024-06-20";"2024-08-19";"88198.68";"17639.74";"105838.42";"PAYEE";"LETTRE_CHANGE";"FR7680340998892204528236986";"REF-166568"
"FA-2025-00281";"126";"2024-04-19";"2024-06-03";"87237.82";"17447.56";"104685.38";"EN_ATTENTE";"CB";"FR7629029661284700723890424";"REF-174230"
"FA-2025-00282";"793";"2024-03-31";"2024-06-29";"103272.34";"20654.47";"123926.81";"PAYEE";"CB";"FR7695858654881167939664639";"REF-646051"
"FA-2025-00283";"7";"2025-08-04";"2025-09-03";"18789.94";"3757.99";"22547.93";"EN_RETARD";"CHEQUE";"FR7623868784517861367907721";"REF-656485"
"FA-2025-00284";"58";"2024-08-24";"2024-11-22";"121475.58";"24295.12";"145770.7";"EN_RETARD";"PRELEVEMENT";"FR7644699688792978531213923";"REF-907282"
"FA-2025-00285";"873";"2025-08-08";"2025-09-07";"33529.64";"6705.93";"40235.57";"PAYEE";"LETTRE_CHANGE";"FR7699017746009924788786724";"REF-604507"
"FA-2025-00286";"870";"2024-03-23";"2024-05-22";"58673.56";"11734.71";"70408.27";"PAYEE";"CHEQUE";"FR7625080459789563654851277";"REF-170033"
"FA-2025-00287";"374";"2025-12-21";"2026-02-04";"27958.64";"5591.73";"33550.37";"EN_ATTENTE";"VIREMENT";"FR7671441990178025075640235";"REF-894721"
"FA-2025-00288";"79";"2024-01-25";"2024-04-24";"22947.67";"4589.53";"27537.2";"PAYEE";"LETTRE_CHANGE";"FR7675742880672574202593162";"REF-892216"
"FA-2025-00289";"606";"2024-11-02";"2024-12-02";"38148.18";"7629.64";"45777.82";"EN_RETARD";"PRELEVEMENT";"FR7664206536158311392774199";"REF-984528"
"FA-2025-00290";"975";"2025-05-27";"2025-07-11";"93272.86";"18654.57";"111927.43";"PAYEE";"VIREMENT";"FR7682217652749505386911117";"REF-709043"
"FA-2025-00291";"668";"2024-04-25";"2024-07-24";"58801.36";"11760.27";"70561.63";"PAYEE";"CB";"FR7694059172538663166256356";"REF-524088"
"FA-2025-00292";"902";"2024-05-25";"2024-07-24";"49462.16";"9892.43";"59354.59";"PAYEE";"PRELEVEMENT";"FR7677838214631722384360188";"REF-138000"
"FA-2025-00293";"274";"2024-06-06";"2024-08-05";"59884.42";"11976.88";"71861.3";"EN_ATTENTE";"VIREMENT";"FR7642012720429530866459472";"REF-949145"
"FA-2025-00294";"165";"2025-05-16";"2025-07-15";"125681.46";"25136.29";"150817.75";"EN_RETARD";"LETTRE_CHANGE";"FR7620529470261098722594628";"REF-302054"
"FA-2025-00295";"786";"2026-01-21";"2026-03-22";"52682.03";"10536.41";"63218.44";"EN_RETARD";"LETTRE_CHANGE";"FR7630401735966497185473295";"REF-995008"
"FA-2025-00296";"754";"2025-03-08";"2025-04-22";"100343.81";"20068.76";"120412.57";"PAYEE";"CHEQUE";"FR7679964515576151052051652";"REF-895140"
"FA-2025-00297";"458";"2025-03-03";"2025-04-02";"49836.38";"9967.28";"59803.66";"PAYEE";"LETTRE_CHANGE";"FR7625117693703743633702387";"REF-108761"
"FA-2025-00298";"157";"2025-09-10";"2025-12-09";"41639.52";"8327.9";"49967.42";"EN_RETARD";"PRELEVEMENT";"FR7622406767845970463970993";"REF-930134"
"FA-2025-00299";"548";"2026-02-24";"2026-03-26";"60819.74";"12163.95";"72983.69";"EN_RETARD";"CB";"FR7688255866464190214454221";"REF-659664"
"FA-2025-00300";"996";"2025-06-21";"2025-09-19";"95999.96";"19199.99";"115199.95";"EN_ATTENTE";"CHEQUE";"FR7688114793519993733304632";"REF-300004"
"FA-2025-00301";"911";"2024-12-21";"2025-01-20";"88484.54";"17696.91";"106181.45";"EN_RETARD";"VIREMENT";"FR7684614586376371287353417";"REF-449043"
"FA-2025-00302";"892";"2025-11-21";"2025-12-21";"50401.62";"10080.32";"60481.94";"PAYEE";"VIREMENT";"FR7649225968158927106888692";"REF-813554"
"FA-2025-00303";"107";"2024-06-08";"2024-07-23";"55726.81";"11145.36";"66872.17";"PAYEE";"CB";"FR7638499770722539686647756";"REF-665833"
"FA-2025-00304";"708";"2025-06-10";"2025-08-09";"85507.38";"17101.48";"102608.86";"EN_ATTENTE";"LETTRE_CHANGE";"FR7687333225311750722517242";"REF-204548"
"FA-2025-00305";"744";"2026-02-24";"2026-03-26";"144797.56";"28959.51";"173757.07";"EN_RETARD";"LETTRE_CHANGE";"FR7670940898398804118563335";"REF-811563"
"FA-2025-00306";"403";"2024-06-11";"2024-08-10";"84187.49";"16837.5";"101024.99";"EN_RETARD";"VIREMENT";"FR7648300123033826180728141";"REF-994495"
"FA-2025-00307";"451";"2024-07-29";"2024-09-12";"57774.6";"11554.92";"69329.52";"EN_ATTENTE";"VIREMENT";"FR7676605331387243008807333";"REF-907180"
"FA-2025-00308";"207";"2025-07-02";"2025-08-31";"60654.66";"12130.93";"72785.59";"EN_ATTENTE";"CB";"FR7662920649785023536775896";"REF-656167"
"FA-2025-00309";"435";"2026-02-06";"2026-03-23";"9404.75";"1880.95";"11285.7";"EN_ATTENTE";"CHEQUE";"FR7638489597919483651292353";"REF-643677"
"FA-2025-00310";"41";"2024-01-13";"2024-02-12";"96460.78";"19292.16";"115752.94";"PAYEE";"LETTRE_CHANGE";"FR7622015633108454404345695";"REF-834237"
"FA-2025-00311";"317";"2024-03-05";"2024-06-03";"52393.03";"10478.61";"62871.64";"EN_RETARD";"VIREMENT";"FR7620798668203861303678689";"REF-885179"
"FA-2025-00312";"636";"2024-07-25";"2024-08-24";"84760.39";"16952.08";"101712.47";"PAYEE";"PRELEVEMENT";"FR7616307963106371605237475";"REF-747620"
"FA-2025-00313";"248";"2025-09-30";"2025-12-29";"74222.9";"14844.58";"89067.48";"EN_ATTENTE";"CB";"FR7634495558609983007917625";"REF-695738"
"FA-2025-00314";"603";"2024-12-16";"2025-01-30";"87826.25";"17565.25";"105391.5";"PAYEE";"CHEQUE";"FR7689576578219341289238647";"REF-831655"
"FA-2025-00315";"378";"2025-09-06";"2025-12-05";"46113.67";"9222.73";"55336.4";"EN_ATTENTE";"VIREMENT";"FR7650955524212709746926577";"REF-615331"
"FA-2025-00316";"224";"2025-02-08";"2025-04-09";"16534.15";"3306.83";"19840.98";"PAYEE";"LETTRE_CHANGE";"FR7655509472004397287884447";"REF-453028"
"FA-2025-00317";"598";"2024-06-30";"2024-07-30";"23513.85";"4702.77";"28216.62";"EN_ATTENTE";"VIREMENT";"FR7642192484058678091745529";"REF-157741"
"FA-2025-00318";"178";"2024-10-14";"2025-01-12";"33109.14";"6621.83";"39730.97";"EN_ATTENTE";"PRELEVEMENT";"FR7633693773173172469296280";"REF-760008"
"FA-2025-00319";"479";"2025-11-29";"2026-01-13";"48858.66";"9771.73";"58630.39";"EN_ATTENTE";"CB";"FR7626116238444196477879066";"REF-975874"
"FA-2025-00320";"76";"2025-04-17";"2025-06-16";"54494.04";"10898.81";"65392.85";"PAYEE";"CB";"FR7682143602503426597270681";"REF-443607"
"FA-2025-00321";"486";"2024-10-04";"2024-11-18";"32027.02";"6405.4";"38432.42";"EN_ATTENTE";"CHEQUE";"FR7646663687808960937212161";"REF-170863"
"FA-2025-00322";"59";"2024-12-08";"2025-01-22";"108339.16";"21667.83";"130006.99";"EN_RETARD";"CHEQUE";"FR7647221349104397428009983";"REF-668594"
"FA-2025-00323";"599";"2026-01-25";"2026-02-24";"92862.93";"18572.59";"111435.52";"PAYEE";"VIREMENT";"FR7649220411414319070121922";"REF-483814"
